IUCN,IUCN Category,SPEC,Species,COU,Country,Unit Code,Unit,Reference Period Code,Reference Period,Value,Flag Codes,Flags
CRITICAL_IND,Number of critically endangered indigenous species,INVERTEB,Invertebrates,BEL,Belgium,NBR,Number,,,135.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,INVERTEB,Invertebrates,BEL,Belgium,NBR,Number,,,230.0,,
THREATENED_IND,Total number of indigenous threatened species,MOSS,Mosses,BEL,Belgium,NBR,Number,,,140.0,,
THREATENED_IND,Total number of indigenous threatened species,LICHEN,Lichens,BEL,Belgium,NBR,Number,,,495.0,,
THREATENED_IND,Total number of indigenous threatened species,INVERTEB,Invertebrates,BEL,Belgium,NBR,Number,,,566.0,,
TOT_KNOWN,Total number of known species,MOSS,Mosses,CZE,Czech Republic,NBR,Number,,,892.0,,
TOT_KNOWN,Total number of known species,LICHEN,Lichens,CZE,Czech Republic,NBR,Number,,,1526.0,,
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,CZE,Czech Republic,NBR,Number,,,32627.0,,
ENDANGERED,Number of endangered species,MOSS,Mosses,CZE,Czech Republic,NBR,Number,,,88.0,,
ENDANGERED,Number of endangered species,LICHEN,Lichens,CZE,Czech Republic,NBR,Number,,,186.0,,
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,CZE,Czech Republic,NBR,Number,,,1173.0,,
CRITICAL,Number of critically endangered species,MOSS,Mosses,CZE,Czech Republic,NBR,Number,,,70.0,,
CRITICAL,Number of critically endangered species,LICHEN,Lichens,CZE,Czech Republic,NBR,Number,,,136.0,,
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,CZE,Czech Republic,NBR,Number,,,1014.0,,
VULNERABLE,Number of vulnerable species,MOSS,Mosses,CZE,Czech Republic,NBR,Number,,,93.0,,
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,CZE,Czech Republic,NBR,Number,,,247.0,,
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,CZE,Czech Republic,NBR,Number,,,1339.0,,
THREATENED,Total number of threatened species,MOSS,Mosses,CZE,Czech Republic,NBR,Number,,,251.0,,
THREATENED,Total number of threatened species,LICHEN,Lichens,CZE,Czech Republic,NBR,Number,,,569.0,,
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,CZE,Czech Republic,NBR,Number,,,3526.0,,
TOT_KNOWN,Total number of known species,LICHEN,Lichens,DNK,Denmark,NBR,Number,,,1002.0,,
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,DNK,Denmark,NBR,Number,,,4270.0,,
ENDANGERED,Number of endangered species,LICHEN,Lichens,DNK,Denmark,NBR,Number,,,50.0,,
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,DNK,Denmark,NBR,Number,,,179.0,,
CRITICAL,Number of critically endangered species,LICHEN,Lichens,DNK,Denmark,NBR,Number,,,84.0,,
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,DNK,Denmark,NBR,Number,,,104.0,,
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,DNK,Denmark,NBR,Number,,,87.0,,
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,DNK,Denmark,NBR,Number,,,319.0,,
THREATENED,Total number of threatened species,LICHEN,Lichens,DNK,Denmark,NBR,Number,,,221.0,,
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,DNK,Denmark,NBR,Number,,,602.0,,
TOT_KNOWN,Total number of known species,MOSS,Mosses,IRL,Ireland,NBR,Number,,,596.0,,
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,IRL,Ireland,NBR,Number,,,1230.0,,
ENDANGERED,Number of endangered species,MOSS,Mosses,IRL,Ireland,NBR,Number,,,30.0,,
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,IRL,Ireland,NBR,Number,,,51.0,,
CRITICAL,Number of critically endangered species,MOSS,Mosses,IRL,Ireland,NBR,Number,,,19.0,,
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,IRL,Ireland,NBR,Number,,,28.0,,
VULNERABLE,Number of vulnerable species,MOSS,Mosses,IRL,Ireland,NBR,Number,,,64.0,,
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,IRL,Ireland,NBR,Number,,,100.0,,
THREATENED,Total number of threatened species,MOSS,Mosses,IRL,Ireland,NBR,Number,,,113.0,,
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,IRL,Ireland,NBR,Number,,,179.0,,
TOT_KNOWN,Total number of known species,MOSS,Mosses,JPN,Japan,NBR,Number,,,1800.0,,
TOT_KNOWN,Total number of known species,LICHEN,Lichens,JPN,Japan,NBR,Number,,,1600.0,,
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,JPN,Japan,NBR,Number,,,5300.0,,
ENDANGERED,Number of endangered species,MOSS,Mosses,JPN,Japan,NBR,Number,,,138.0,,
ENDANGERED,Number of endangered species,LICHEN,Lichens,JPN,Japan,NBR,Number,,,41.0,,
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,JPN,Japan,NBR,Number,,,22.0,,
VULNERABLE,Number of vulnerable species,MOSS,Mosses,JPN,Japan,NBR,Number,,,103.0,,
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,JPN,Japan,NBR,Number,,,20.0,,
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,JPN,Japan,NBR,Number,,,43.0,,
THREATENED,Total number of threatened species,MOSS,Mosses,JPN,Japan,NBR,Number,,,240.0,,
THREATENED,Total number of threatened species,LICHEN,Lichens,JPN,Japan,NBR,Number,,,63.0,,
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,JPN,Japan,NBR,Number,,,65.0,,
TOT_KNOWN,Total number of known species,MOSS,Mosses,KOR,Korea,NBR,Number,,,925.0,,
TOT_KNOWN,Total number of known species,LICHEN,Lichens,KOR,Korea,NBR,Number,,,1133.0,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,KOR,Korea,NBR,Number,,,9.0,,
ENDANGERED_IND,Number of endangered indigenous species,INVERTEB,Invertebrates,KOR,Korea,NBR,Number,,,13.0,,
CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,KOR,Korea,NBR,Number,,,4.0,,
CRITICAL_IND,Number of critically endangered indigenous species,INVERTEB,Invertebrates,KOR,Korea,NBR,Number,,,6.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,KOR,Korea,NBR,Number,,,4.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,INVERTEB,Invertebrates,KOR,Korea,NBR,Number,,,37.0,,
THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,KOR,Korea,NBR,Number,,,17.0,,
THREATENED_IND,Total number of indigenous threatened species,INVERTEB,Invertebrates,KOR,Korea,NBR,Number,,,56.0,,
TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,NLD,Netherlands,NBR,Number,,,53.0,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,NLD,Netherlands,NBR,Number,,,168.0,,
TOT_KNOWN_IND,Total number of indigenous known species,REPTILE,Reptiles,NLD,Netherlands,NBR,Number,,,7.0,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,NLD,Netherlands,NBR,Number,,,1395.0,,
TOT_KNOWN_IND,Total number of indigenous known species,MOSS,Mosses,NLD,Netherlands,NBR,Number,,,517.0,,
TOT_KNOWN_IND,Total number of indigenous known species,LICHEN,Lichens,NLD,Netherlands,NBR,Number,,,683.0,,
TOT_KNOWN_IND,Total number of indigenous known species,INVERTEB,Invertebrates,NLD,Netherlands,NBR,Number,,,507.0,,
ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,NLD,Netherlands,NBR,Number,,,3.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,NLD,Netherlands,NBR,Number,,,10.0,,
ENDANGERED_IND,Number of endangered indigenous species,REPTILE,Reptiles,NLD,Netherlands,NBR,Number,,,0.0,,
ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,NLD,Netherlands,NBR,Number,,,2.0,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,NLD,Netherlands,NBR,Number,,,117.0,,
ENDANGERED_IND,Number of endangered indigenous species,MOSS,Mosses,NLD,Netherlands,NBR,Number,,,27.0,,
ENDANGERED_IND,Number of endangered indigenous species,LICHEN,Lichens,NLD,Netherlands,NBR,Number,,,42.0,,
ENDANGERED_IND,Number of endangered indigenous species,INVERTEB,Invertebrates,NLD,Netherlands,NBR,Number,,,60.0,,
CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,NLD,Netherlands,NBR,Number,,,2.0,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,NLD,Netherlands,NBR,Number,,,10.0,,
CRITICAL_IND,Number of critically endangered indigenous species,REPTILE,Reptiles,NLD,Netherlands,NBR,Number,,,1.0,,
CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,NLD,Netherlands,NBR,Number,,,71.0,,
CRITICAL_IND,Number of critically endangered indigenous species,MOSS,Mosses,NLD,Netherlands,NBR,Number,,,52.0,,
CRITICAL_IND,Number of critically endangered indigenous species,LICHEN,Lichens,NLD,Netherlands,NBR,Number,,,49.0,,
CRITICAL_IND,Number of critically endangered indigenous species,INVERTEB,Invertebrates,NLD,Netherlands,NBR,Number,,,51.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,NLD,Netherlands,NBR,Number,,,6.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,NLD,Netherlands,NBR,Number,,,21.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,REPTILE,Reptiles,NLD,Netherlands,NBR,Number,,,4.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,NLD,Netherlands,NBR,Number,,,3.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,NLD,Netherlands,NBR,Number,,,168.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,MOSS,Mosses,NLD,Netherlands,NBR,Number,,,43.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,LICHEN,Lichens,NLD,Netherlands,NBR,Number,,,65.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,INVERTEB,Invertebrates,NLD,Netherlands,NBR,Number,,,51.0,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,NLD,Netherlands,NBR,Number,,,11.0,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,NLD,Netherlands,NBR,Number,,,41.0,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,NLD,Netherlands,NBR,Number,,,5.0,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,NLD,Netherlands,NBR,Number,,,356.0,,
THREATENED_IND,Total number of indigenous threatened species,MOSS,Mosses,NLD,Netherlands,NBR,Number,,,122.0,,
THREATENED_IND,Total number of indigenous threatened species,LICHEN,Lichens,NLD,Netherlands,NBR,Number,,,156.0,,
THREATENED_IND,Total number of indigenous threatened species,INVERTEB,Invertebrates,NLD,Netherlands,NBR,Number,,,162.0,,
TOT_KNOWN,Total number of known species,MOSS,Mosses,ESP,Spain,NBR,Number,,,1100.0,,
TOT_KNOWN,Total number of known species,LICHEN,Lichens,ESP,Spain,NBR,Number,,,2426.0,,
TOT_KNOWN_IND,Total number of indigenous known species,MOSS,Mosses,ESP,Spain,NBR,Number,,,1100.0,,
TOT_KNOWN_IND,Total number of indigenous known species,LICHEN,Lichens,ESP,Spain,NBR,Number,,,2426.0,,
TOT_KNOWN_IND,Total number of indigenous known species,INVERTEB,Invertebrates,ESP,Spain,NBR,Number,,,44266.0,,
ENDANGERED,Number of endangered species,MOSS,Mosses,ESP,Spain,NBR,Number,,,52.0,,
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,ESP,Spain,NBR,Number,,,54.0,,
CRITICAL,Number of critically endangered species,MOSS,Mosses,ESP,Spain,NBR,Number,,,46.0,,
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,ESP,Spain,NBR,Number,,,22.0,,
VULNERABLE,Number of vulnerable species,MOSS,Mosses,ESP,Spain,NBR,Number,,,161.0,,
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,ESP,Spain,NBR,Number,,,170.0,,
THREATENED,Total number of threatened species,MOSS,Mosses,ESP,Spain,NBR,Number,,,259.0,,
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,ESP,Spain,NBR,Number,,,246.0,,
ENDANGERED_IND,Number of endangered indigenous species,MOSS,Mosses,ESP,Spain,NBR,Number,,,52.0,,
ENDANGERED_IND,Number of endangered indigenous species,INVERTEB,Invertebrates,ESP,Spain,NBR,Number,,,54.0,,
CRITICAL_IND,Number of critically endangered indigenous species,MOSS,Mosses,ESP,Spain,NBR,Number,,,46.0,,
CRITICAL_IND,Number of critically endangered indigenous species,INVERTEB,Invertebrates,ESP,Spain,NBR,Number,,,22.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,MOSS,Mosses,ESP,Spain,NBR,Number,,,161.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,INVERTEB,Invertebrates,ESP,Spain,NBR,Number,,,170.0,,
THREATENED_IND,Total number of indigenous threatened species,MOSS,Mosses,ESP,Spain,NBR,Number,,,259.0,,
THREATENED_IND,Total number of indigenous threatened species,INVERTEB,Invertebrates,ESP,Spain,NBR,Number,,,246.0,,
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,SWE,Sweden,NBR,Number,,,100.0,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,SWE,Sweden,NBR,Number,,,42.0,,
TOT_KNOWN_IND,Total number of indigenous known species,MARINE_F,Marine Fish,SWE,Sweden,NBR,Number,,,100.0,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,SWE,Sweden,NBR,Number,,,42.0,,
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,SWE,Sweden,NBR,Number,,,6.0,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,SWE,Sweden,NBR,Number,,,1.0,,
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,SWE,Sweden,NBR,Number,,,6.0,,
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,SWE,Sweden,NBR,Number,,,7.0,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,SWE,Sweden,NBR,Number,,,1.0,,
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,SWE,Sweden,NBR,Number,,,19.0,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,SWE,Sweden,NBR,Number,,,2.0,,
ENDANGERED_IND,Number of endangered indigenous species,MARINE_F,Marine Fish,SWE,Sweden,NBR,Number,,,6.0,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,SWE,Sweden,NBR,Number,,,1.0,,
CRITICAL_IND,Number of critically endangered indigenous species,MARINE_F,Marine Fish,SWE,Sweden,NBR,Number,,,6.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,MARINE_F,Marine Fish,SWE,Sweden,NBR,Number,,,7.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,SWE,Sweden,NBR,Number,,,1.0,,
THREATENED_IND,Total number of indigenous threatened species,MARINE_F,Marine Fish,SWE,Sweden,NBR,Number,,,19.0,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,SWE,Sweden,NBR,Number,,,2.0,,
THREATENED,Total number of threatened species,MOSS,Mosses,GBR,United Kingdom,NBR,Number,,,123.0,,
TOT_KNOWN,Total number of known species,MAMMAL,Mammals,CRI,Costa Rica,NBR,Number,,,241.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,CRI,Costa Rica,NBR,Number,,,888.0,,
TOT_KNOWN,Total number of known species,REPTILE,Reptiles,CRI,Costa Rica,NBR,Number,,,173.0,,
TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,CRI,Costa Rica,NBR,Number,,,192.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,CRI,Costa Rica,NBR,Number,,,1179.0,,
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,CRI,Costa Rica,NBR,Number,,,447.0,,
ENDANGERED,Number of endangered species,MAMMAL,Mammals,CRI,Costa Rica,NBR,Number,,,7.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,CRI,Costa Rica,NBR,Number,,,8.0,,
ENDANGERED,Number of endangered species,REPTILE,Reptiles,CRI,Costa Rica,NBR,Number,,,5.0,,
ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,CRI,Costa Rica,NBR,Number,,,22.0,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,CRI,Costa Rica,NBR,Number,,,47.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,CRI,Costa Rica,NBR,Number,,,2.0,,
CRITICAL,Number of critically endangered species,REPTILE,Reptiles,CRI,Costa Rica,NBR,Number,,,2.0,,
CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,CRI,Costa Rica,NBR,Number,,,23.0,,
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,CRI,Costa Rica,NBR,Number,,,4.0,,
VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,CRI,Costa Rica,NBR,Number,,,10.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,CRI,Costa Rica,NBR,Number,,,20.0,,
VULNERABLE,Number of vulnerable species,REPTILE,Reptiles,CRI,Costa Rica,NBR,Number,,,5.0,,
VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,CRI,Costa Rica,NBR,Number,,,16.0,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,CRI,Costa Rica,NBR,Number,,,86.0,,
THREATENED,Total number of threatened species,MAMMAL,Mammals,CRI,Costa Rica,NBR,Number,,,18.0,,
THREATENED,Total number of threatened species,BIRD,Birds,CRI,Costa Rica,NBR,Number,,,30.0,,
THREATENED,Total number of threatened species,REPTILE,Reptiles,CRI,Costa Rica,NBR,Number,,,12.0,,
THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,CRI,Costa Rica,NBR,Number,,,61.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,CRI,Costa Rica,NBR,Number,,,137.0,,
TOT_KNOWN,Total number of known species,MOSS,Mosses,LVA,Latvia,NBR,Number,,,560.0,,
TOT_KNOWN,Total number of known species,LICHEN,Lichens,LVA,Latvia,NBR,Number,,,687.0,,
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,LVA,Latvia,NBR,Number,,,17100.0,,
TOT_KNOWN_IND,Total number of indigenous known species,MOSS,Mosses,LVA,Latvia,NBR,Number,,,559.0,,
TOT_KNOWN_IND,Total number of indigenous known species,LICHEN,Lichens,LVA,Latvia,NBR,Number,,,687.0,,
TOT_KNOWN_IND,Total number of indigenous known species,INVERTEB,Invertebrates,LVA,Latvia,NBR,Number,,,17000.0,,
ENDANGERED_IND,Number of endangered indigenous species,MOSS,Mosses,LVA,Latvia,NBR,Number,,,41.0,,
ENDANGERED_IND,Number of endangered indigenous species,LICHEN,Lichens,LVA,Latvia,NBR,Number,,,18.0,,
ENDANGERED_IND,Number of endangered indigenous species,INVERTEB,Invertebrates,LVA,Latvia,NBR,Number,,,38.0,,
CRITICAL_IND,Number of critically endangered indigenous species,MOSS,Mosses,LVA,Latvia,NBR,Number,,,3.0,,
CRITICAL_IND,Number of critically endangered indigenous species,LICHEN,Lichens,LVA,Latvia,NBR,Number,,,2.0,,
CRITICAL_IND,Number of critically endangered indigenous species,INVERTEB,Invertebrates,LVA,Latvia,NBR,Number,,,7.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,MOSS,Mosses,LVA,Latvia,NBR,Number,,,17.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,LICHEN,Lichens,LVA,Latvia,NBR,Number,,,4.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,INVERTEB,Invertebrates,LVA,Latvia,NBR,Number,,,34.0,,
THREATENED_IND,Total number of indigenous threatened species,MOSS,Mosses,LVA,Latvia,NBR,Number,,,61.0,,
THREATENED_IND,Total number of indigenous threatened species,LICHEN,Lichens,LVA,Latvia,NBR,Number,,,24.0,,
THREATENED_IND,Total number of indigenous threatened species,INVERTEB,Invertebrates,LVA,Latvia,NBR,Number,,,79.0,,
TOT_KNOWN,Total number of known species,MAMMAL,Mammals,LTU,Lithuania,NBR,Number,,,68.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,LTU,Lithuania,NBR,Number,,,389.0,,
TOT_KNOWN,Total number of known species,REPTILE,Reptiles,LTU,Lithuania,NBR,Number,,,7.0,,
TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,LTU,Lithuania,NBR,Number,,,13.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,LTU,Lithuania,NBR,Number,,,1334.0,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,LTU,Lithuania,NBR,Number,,,105.0,,
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,LTU,Lithuania,NBR,Number,,,51.0,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,LTU,Lithuania,NBR,Number,,,54.0,,
TOT_KNOWN,Total number of known species,MOSS,Mosses,LTU,Lithuania,NBR,Number,,,470.0,,
TOT_KNOWN,Total number of known species,LICHEN,Lichens,LTU,Lithuania,NBR,Number,,,250.0,,
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,LTU,Lithuania,NBR,Number,,,25000.0,,
TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,LTU,Lithuania,NBR,Number,,,59.0,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,LTU,Lithuania,NBR,Number,,,368.0,,
TOT_KNOWN_IND,Total number of indigenous known species,REPTILE,Reptiles,LTU,Lithuania,NBR,Number,,,7.0,,
TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,LTU,Lithuania,NBR,Number,,,13.0,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,LTU,Lithuania,NBR,Number,,,786.0,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,LTU,Lithuania,NBR,Number,,,85.0,,
TOT_KNOWN_IND,Total number of indigenous known species,MARINE_F,Marine Fish,LTU,Lithuania,NBR,Number,,,49.0,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,LTU,Lithuania,NBR,Number,,,36.0,,
ENDANGERED,Number of endangered species,MAMMAL,Mammals,LTU,Lithuania,NBR,Number,,,3.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,LTU,Lithuania,NBR,Number,,,17.0,,
ENDANGERED,Number of endangered species,REPTILE,Reptiles,LTU,Lithuania,NBR,Number,,,1.0,,
ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,LTU,Lithuania,NBR,Number,,,1.0,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,LTU,Lithuania,NBR,Number,,,66.0,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,LTU,Lithuania,NBR,Number,,,0.0,,
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,LTU,Lithuania,NBR,Number,,,0.0,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,LTU,Lithuania,NBR,Number,,,0.0,,
ENDANGERED,Number of endangered species,MOSS,Mosses,LTU,Lithuania,NBR,Number,,,13.0,,
ENDANGERED,Number of endangered species,LICHEN,Lichens,LTU,Lithuania,NBR,Number,,,16.0,,
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,LTU,Lithuania,NBR,Number,,,54.0,,
VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,LTU,Lithuania,NBR,Number,,,4.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,LTU,Lithuania,NBR,Number,,,20.0,,
VULNERABLE,Number of vulnerable species,REPTILE,Reptiles,LTU,Lithuania,NBR,Number,,,1.0,,
VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,LTU,Lithuania,NBR,Number,,,3.0,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,LTU,Lithuania,NBR,Number,,,41.0,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,LTU,Lithuania,NBR,Number,,,2.0,,
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,LTU,Lithuania,NBR,Number,,,0.0,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,LTU,Lithuania,NBR,Number,,,2.0,,
VULNERABLE,Number of vulnerable species,MOSS,Mosses,LTU,Lithuania,NBR,Number,,,26.0,,
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,LTU,Lithuania,NBR,Number,,,3.0,,
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,LTU,Lithuania,NBR,Number,,,22.0,,
THREATENED,Total number of threatened species,MAMMAL,Mammals,LTU,Lithuania,NBR,Number,,,7.0,,
THREATENED,Total number of threatened species,BIRD,Birds,LTU,Lithuania,NBR,Number,,,56.0,,
THREATENED,Total number of threatened species,REPTILE,Reptiles,LTU,Lithuania,NBR,Number,,,2.0,,
THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,LTU,Lithuania,NBR,Number,,,4.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,LTU,Lithuania,NBR,Number,,,130.0,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,LTU,Lithuania,NBR,Number,,,5.0,,
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,LTU,Lithuania,NBR,Number,,,1.0,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,LTU,Lithuania,NBR,Number,,,4.0,,
THREATENED,Total number of threatened species,MOSS,Mosses,LTU,Lithuania,NBR,Number,,,48.0,,
THREATENED,Total number of threatened species,LICHEN,Lichens,LTU,Lithuania,NBR,Number,,,43.0,,
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,LTU,Lithuania,NBR,Number,,,89.0,,
ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,LTU,Lithuania,NBR,Number,,,3.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,LTU,Lithuania,NBR,Number,,,17.0,,
ENDANGERED_IND,Number of endangered indigenous species,REPTILE,Reptiles,LTU,Lithuania,NBR,Number,,,1.0,,
ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,LTU,Lithuania,NBR,Number,,,1.0,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,LTU,Lithuania,NBR,Number,,,66.0,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,LTU,Lithuania,NBR,Number,,,0.0,,
ENDANGERED_IND,Number of endangered indigenous species,MARINE_F,Marine Fish,LTU,Lithuania,NBR,Number,,,0.0,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,LTU,Lithuania,NBR,Number,,,0.0,,
ENDANGERED_IND,Number of endangered indigenous species,MOSS,Mosses,LTU,Lithuania,NBR,Number,,,13.0,,
ENDANGERED_IND,Number of endangered indigenous species,LICHEN,Lichens,LTU,Lithuania,NBR,Number,,,16.0,,
