,Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
3241,New Delhi,PM2.5 - Principal,2020-05-15 03:00 AM,2020,5,15,3,48.4,133.0,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
3242,New Delhi,PM2.5 - Principal,2020-05-15 04:00 AM,2020,5,15,4,47.2,130.0,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
3243,New Delhi,PM2.5 - Principal,2020-05-15 05:00 AM,2020,5,15,5,45.6,126.0,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
3244,New Delhi,PM2.5 - Principal,2020-05-15 06:00 AM,2020,5,15,6,40.3,113.0,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
3245,New Delhi,PM2.5 - Principal,2020-05-15 07:00 AM,2020,5,15,7,33.1,95.0,Moderate,26.0,UG/M3,1 Hr,Valid
3246,New Delhi,PM2.5 - Principal,2020-05-15 08:00 AM,2020,5,15,8,30.0,89.0,Moderate,27.0,UG/M3,1 Hr,Valid
3247,New Delhi,PM2.5 - Principal,2020-05-15 09:00 AM,2020,5,15,9,33.5,96.0,Moderate,37.0,UG/M3,1 Hr,Valid
3248,New Delhi,PM2.5 - Principal,2020-05-15 10:00 AM,2020,5,15,10,45.2,125.0,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
3249,New Delhi,PM2.5 - Principal,2020-05-15 11:00 AM,2020,5,15,11,46.1,127.0,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
3250,New Delhi,PM2.5 - Principal,2020-05-15 12:00 PM,2020,5,15,12,37.5,106.0,Unhealthy for Sensitive Groups,29.0,UG/M3,1 Hr,Valid
3251,New Delhi,PM2.5 - Principal,2020-05-15 01:00 PM,2020,5,15,13,40.7,114.0,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
3252,New Delhi,PM2.5 - Principal,2020-05-15 02:00 PM,2020,5,15,14,43.8,121.0,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
3253,New Delhi,PM2.5 - Principal,2020-05-15 03:00 PM,2020,5,15,15,45.4,125.0,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
3254,New Delhi,PM2.5 - Principal,2020-05-15 04:00 PM,2020,5,15,16,41.2,115.0,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
3255,New Delhi,PM2.5 - Principal,2020-05-15 05:00 PM,2020,5,15,17,36.1,102.0,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
3256,New Delhi,PM2.5 - Principal,2020-05-15 06:00 PM,2020,5,15,18,37.0,105.0,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
3257,New Delhi,PM2.5 - Principal,2020-05-15 07:00 PM,2020,5,15,19,36.0,102.0,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
3258,New Delhi,PM2.5 - Principal,2020-05-15 08:00 PM,2020,5,15,20,39.9,112.0,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
3259,New Delhi,PM2.5 - Principal,2020-05-15 09:00 PM,2020,5,15,21,57.0,152.0,Unhealthy,74.0,UG/M3,1 Hr,Valid
3260,New Delhi,PM2.5 - Principal,2020-05-15 10:00 PM,2020,5,15,22,79.5,163.0,Unhealthy,102.0,UG/M3,1 Hr,Valid
3261,New Delhi,PM2.5 - Principal,2020-05-15 11:00 PM,2020,5,15,23,101.2,175.0,Unhealthy,123.0,UG/M3,1 Hr,Valid
3262,New Delhi,PM2.5 - Principal,2020-05-16 12:00 AM,2020,5,16,0,114.6,182.0,Unhealthy,128.0,UG/M3,1 Hr,Valid
3263,New Delhi,PM2.5 - Principal,2020-05-16 01:00 AM,2020,5,16,1,138.8,194.0,Unhealthy,163.0,UG/M3,1 Hr,Valid
3264,New Delhi,PM2.5 - Principal,2020-05-16 02:00 AM,2020,5,16,2,155.4,206.0,Very Unhealthy,172.0,UG/M3,1 Hr,Valid
3265,New Delhi,PM2.5 - Principal,2020-05-16 03:00 AM,2020,5,16,3,151.2,202.0,Very Unhealthy,147.0,UG/M3,1 Hr,Valid
3266,New Delhi,PM2.5 - Principal,2020-05-16 04:00 AM,2020,5,16,4,140.6,195.0,Unhealthy,130.0,UG/M3,1 Hr,Valid
3267,New Delhi,PM2.5 - Principal,2020-05-16 05:00 AM,2020,5,16,5,131.8,190.0,Unhealthy,123.0,UG/M3,1 Hr,Valid
3268,New Delhi,PM2.5 - Principal,2020-05-16 06:00 AM,2020,5,16,6,121.4,185.0,Unhealthy,111.0,UG/M3,1 Hr,Valid
3269,New Delhi,PM2.5 - Principal,2020-05-16 07:00 AM,2020,5,16,7,107.7,178.0,Unhealthy,94.0,UG/M3,1 Hr,Valid
3270,New Delhi,PM2.5 - Principal,2020-05-16 08:00 AM,2020,5,16,8,97.3,173.0,Unhealthy,87.0,UG/M3,1 Hr,Valid
3271,New Delhi,PM2.5 - Principal,2020-05-16 09:00 AM,2020,5,16,9,86.6,167.0,Unhealthy,76.0,UG/M3,1 Hr,Valid
3272,New Delhi,PM2.5 - Principal,2020-05-16 10:00 AM,2020,5,16,10,76.3,162.0,Unhealthy,66.0,UG/M3,1 Hr,Valid
3273,New Delhi,PM2.5 - Principal,2020-05-16 11:00 AM,2020,5,16,11,65.6,156.0,Unhealthy,55.0,UG/M3,1 Hr,Valid
3274,New Delhi,PM2.5 - Principal,2020-05-16 12:00 PM,2020,5,16,12,50.3,137.0,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
3275,New Delhi,PM2.5 - Principal,2020-05-16 01:00 PM,2020,5,16,13,42.1,117.0,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
3276,New Delhi,PM2.5 - Principal,2020-05-16 02:00 PM,2020,5,16,14,37.0,105.0,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
3277,New Delhi,PM2.5 - Principal,2020-05-16 03:00 PM,2020,5,16,15,31.5,92.0,Moderate,26.0,UG/M3,1 Hr,Valid
3278,New Delhi,PM2.5 - Principal,2020-05-16 04:00 PM,2020,5,16,16,29.2,87.0,Moderate,27.0,UG/M3,1 Hr,Valid
3279,New Delhi,PM2.5 - Principal,2020-05-16 05:00 PM,2020,5,16,17,28.6,86.0,Moderate,28.0,UG/M3,1 Hr,Valid
3280,New Delhi,PM2.5 - Principal,2020-05-16 06:00 PM,2020,5,16,18,27.2,83.0,Moderate,26.0,UG/M3,1 Hr,Valid
3281,New Delhi,PM2.5 - Principal,2020-05-16 07:00 PM,2020,5,16,19,29.1,87.0,Moderate,31.0,UG/M3,1 Hr,Valid
3282,New Delhi,PM2.5 - Principal,2020-05-16 08:00 PM,2020,5,16,20,32.5,94.0,Moderate,36.0,UG/M3,1 Hr,Valid
3283,New Delhi,PM2.5 - Principal,2020-05-16 09:00 PM,2020,5,16,21,41.2,115.0,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
3284,New Delhi,PM2.5 - Principal,2020-05-16 10:00 PM,2020,5,16,22,51.6,141.0,Unhealthy for Sensitive Groups,62.0,UG/M3,1 Hr,Valid
3285,New Delhi,PM2.5 - Principal,2020-05-16 11:00 PM,2020,5,16,23,58.8,153.0,Unhealthy,66.0,UG/M3,1 Hr,Valid
3286,New Delhi,PM2.5 - Principal,2020-05-17 12:00 AM,2020,5,17,0,66.9,157.0,Unhealthy,75.0,UG/M3,1 Hr,Valid
3287,New Delhi,PM2.5 - Principal,2020-05-17 01:00 AM,2020,5,17,1,89.4,169.0,Unhealthy,112.0,UG/M3,1 Hr,Valid
3288,New Delhi,PM2.5 - Principal,2020-05-17 02:00 AM,2020,5,17,2,103.7,176.0,Unhealthy,118.0,UG/M3,1 Hr,Valid
3289,New Delhi,PM2.5 - Principal,2020-05-17 03:00 AM,2020,5,17,3,108.8,179.0,Unhealthy,114.0,UG/M3,1 Hr,Valid
3290,New Delhi,PM2.5 - Principal,2020-05-17 04:00 AM,2020,5,17,4,104.9,177.0,Unhealthy,101.0,UG/M3,1 Hr,Valid
3291,New Delhi,PM2.5 - Principal,2020-05-17 05:00 AM,2020,5,17,5,119.9,184.0,Unhealthy,135.0,UG/M3,1 Hr,Valid
3292,New Delhi,PM2.5 - Principal,2020-05-17 06:00 AM,2020,5,17,6,147.0,198.0,Unhealthy,174.0,UG/M3,1 Hr,Valid
3293,New Delhi,PM2.5 - Principal,2020-05-17 07:00 AM,2020,5,17,7,164.5,215.0,Very Unhealthy,182.0,UG/M3,1 Hr,Valid
3294,New Delhi,PM2.5 - Principal,2020-05-17 08:00 AM,2020,5,17,8,185.7,236.0,Very Unhealthy,207.0,UG/M3,1 Hr,Valid
3295,New Delhi,PM2.5 - Principal,2020-05-17 09:00 AM,2020,5,17,9,168.9,219.0,Very Unhealthy,152.0,UG/M3,1 Hr,Valid
3296,New Delhi,PM2.5 - Principal,2020-05-17 10:00 AM,2020,5,17,10,138.9,194.0,Unhealthy,109.0,UG/M3,1 Hr,Valid
3297,New Delhi,PM2.5 - Principal,2020-05-17 11:00 AM,2020,5,17,11,103.9,176.0,Unhealthy,69.0,UG/M3,1 Hr,Valid
3298,New Delhi,PM2.5 - Principal,2020-05-17 12:00 PM,2020,5,17,12,73.9,161.0,Unhealthy,44.0,UG/M3,1 Hr,Valid
3299,New Delhi,PM2.5 - Principal,2020-05-17 01:00 PM,2020,5,17,13,59.9,153.0,Unhealthy,46.0,UG/M3,1 Hr,Valid
3300,New Delhi,PM2.5 - Principal,2020-05-17 02:00 PM,2020,5,17,14,46.9,129.0,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
3301,New Delhi,PM2.5 - Principal,2020-05-17 03:00 PM,2020,5,17,15,42.4,118.0,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
3302,New Delhi,PM2.5 - Principal,2020-05-17 04:00 PM,2020,5,17,16,43.2,120.0,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
3303,New Delhi,PM2.5 - Principal,2020-05-17 05:00 PM,2020,5,17,17,42.6,118.0,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
3304,New Delhi,PM2.5 - Principal,2020-05-17 06:00 PM,2020,5,17,18,44.2,122.0,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
3305,New Delhi,PM2.5 - Principal,2020-05-17 07:00 PM,2020,5,17,19,50.1,137.0,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
3306,New Delhi,PM2.5 - Principal,2020-05-17 08:00 PM,2020,5,17,20,48.0,132.0,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
3307,New Delhi,PM2.5 - Principal,2020-05-17 09:00 PM,2020,5,17,21,55.5,151.0,Unhealthy,63.0,UG/M3,1 Hr,Valid
3308,New Delhi,PM2.5 - Principal,2020-05-17 10:00 PM,2020,5,17,22,49.7,136.0,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
3309,New Delhi,PM2.5 - Principal,2020-05-17 11:00 PM,2020,5,17,23,60.3,153.0,Unhealthy,71.0,UG/M3,1 Hr,Valid
3310,New Delhi,PM2.5 - Principal,2020-05-18 12:00 AM,2020,5,18,0,78.1,163.0,Unhealthy,96.0,UG/M3,1 Hr,Valid
3311,New Delhi,PM2.5 - Principal,2020-05-18 01:00 AM,2020,5,18,1,85.1,166.0,Unhealthy,92.0,UG/M3,1 Hr,Valid
3312,New Delhi,PM2.5 - Principal,2020-05-18 02:00 AM,2020,5,18,2,93.5,171.0,Unhealthy,102.0,UG/M3,1 Hr,Valid
3313,New Delhi,PM2.5 - Principal,2020-05-18 03:00 AM,2020,5,18,3,112.7,181.0,Unhealthy,132.0,UG/M3,1 Hr,Valid
3314,New Delhi,PM2.5 - Principal,2020-05-18 04:00 AM,2020,5,18,4,138.9,194.0,Unhealthy,165.0,UG/M3,1 Hr,Valid
3315,New Delhi,PM2.5 - Principal,2020-05-18 05:00 AM,2020,5,18,5,148.9,199.0,Unhealthy,159.0,UG/M3,1 Hr,Valid
3316,New Delhi,PM2.5 - Principal,2020-05-18 06:00 AM,2020,5,18,6,147.9,199.0,Unhealthy,147.0,UG/M3,1 Hr,Valid
3317,New Delhi,PM2.5 - Principal,2020-05-18 07:00 AM,2020,5,18,7,154.0,204.0,Very Unhealthy,160.0,UG/M3,1 Hr,Valid
3318,New Delhi,PM2.5 - Principal,2020-05-18 08:00 AM,2020,5,18,8,175.5,226.0,Very Unhealthy,197.0,UG/M3,1 Hr,Valid
3319,New Delhi,PM2.5 - Principal,2020-05-18 09:00 AM,2020,5,18,9,163.7,214.0,Very Unhealthy,152.0,UG/M3,1 Hr,Valid
3320,New Delhi,PM2.5 - Principal,2020-05-18 10:00 AM,2020,5,18,10,158.3,209.0,Very Unhealthy,153.0,UG/M3,1 Hr,Valid
3321,New Delhi,PM2.5 - Principal,2020-05-18 11:00 AM,2020,5,18,11,147.2,198.0,Unhealthy,136.0,UG/M3,1 Hr,Valid
3322,New Delhi,PM2.5 - Principal,2020-05-18 12:00 PM,2020,5,18,12,120.6,185.0,Unhealthy,94.0,UG/M3,1 Hr,Valid
3323,New Delhi,PM2.5 - Principal,2020-05-18 01:00 PM,2020,5,18,13,91.7,170.0,Unhealthy,63.0,UG/M3,1 Hr,Valid
3324,New Delhi,PM2.5 - Principal,2020-05-18 02:00 PM,2020,5,18,14,67.8,157.0,Unhealthy,44.0,UG/M3,1 Hr,Valid
3325,New Delhi,PM2.5 - Principal,2020-05-18 03:00 PM,2020,5,18,15,49.4,135.0,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
3326,New Delhi,PM2.5 - Principal,2020-05-18 04:00 PM,2020,5,18,16,38.2,108.0,Unhealthy for Sensitive Groups,27.0,UG/M3,1 Hr,Valid
3327,New Delhi,PM2.5 - Principal,2020-05-18 05:00 PM,2020,5,18,17,33.5,96.0,Moderate,29.0,UG/M3,1 Hr,Valid
3328,New Delhi,PM2.5 - Principal,2020-05-18 06:00 PM,2020,5,18,18,34.7,99.0,Moderate,36.0,UG/M3,1 Hr,Valid
3329,New Delhi,PM2.5 - Principal,2020-05-18 07:00 PM,2020,5,18,19,34.3,98.0,Moderate,34.0,UG/M3,1 Hr,Valid
3330,New Delhi,PM2.5 - Principal,2020-05-18 08:00 PM,2020,5,18,20,36.6,104.0,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
3331,New Delhi,PM2.5 - Principal,2020-05-18 09:00 PM,2020,5,18,21,39.8,112.0,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
3332,New Delhi,PM2.5 - Principal,2020-05-18 10:00 PM,2020,5,18,22,48.3,133.0,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
3333,New Delhi,PM2.5 - Principal,2020-05-18 11:00 PM,2020,5,18,23,58.6,153.0,Unhealthy,69.0,UG/M3,1 Hr,Valid
3334,New Delhi,PM2.5 - Principal,2020-05-19 12:00 AM,2020,5,19,0,71.8,159.0,Unhealthy,85.0,UG/M3,1 Hr,Valid
3335,New Delhi,PM2.5 - Principal,2020-05-19 01:00 AM,2020,5,19,1,84.9,166.0,Unhealthy,98.0,UG/M3,1 Hr,Valid
3336,New Delhi,PM2.5 - Principal,2020-05-19 02:00 AM,2020,5,19,2,92.4,170.0,Unhealthy,100.0,UG/M3,1 Hr,Valid
3337,New Delhi,PM2.5 - Principal,2020-05-19 03:00 AM,2020,5,19,3,100.7,174.0,Unhealthy,109.0,UG/M3,1 Hr,Valid
3338,New Delhi,PM2.5 - Principal,2020-05-19 04:00 AM,2020,5,19,4,106.8,177.0,Unhealthy,113.0,UG/M3,1 Hr,Valid
3339,New Delhi,PM2.5 - Principal,2020-05-19 05:00 AM,2020,5,19,5,120.4,185.0,Unhealthy,134.0,UG/M3,1 Hr,Valid
3340,New Delhi,PM2.5 - Principal,2020-05-19 06:00 AM,2020,5,19,6,144.2,197.0,Unhealthy,168.0,UG/M3,1 Hr,Valid
3341,New Delhi,PM2.5 - Principal,2020-05-19 07:00 AM,2020,5,19,7,161.1,212.0,Very Unhealthy,178.0,UG/M3,1 Hr,Valid
3342,New Delhi,PM2.5 - Principal,2020-05-19 08:00 AM,2020,5,19,8,183.0,233.0,Very Unhealthy,205.0,UG/M3,1 Hr,Valid
3343,New Delhi,PM2.5 - Principal,2020-05-19 09:00 AM,2020,5,19,9,169.5,220.0,Very Unhealthy,156.0,UG/M3,1 Hr,Valid
3344,New Delhi,PM2.5 - Principal,2020-05-19 10:00 AM,2020,5,19,10,111.2,180.0,Unhealthy,53.0,UG/M3,1 Hr,Valid
3345,New Delhi,PM2.5 - Principal,2020-05-19 11:00 AM,2020,5,19,11,125.1,187.0,Unhealthy,139.0,UG/M3,1 Hr,Valid
3346,New Delhi,PM2.5 - Principal,2020-05-19 12:00 PM,2020,5,19,12,113.0,181.0,Unhealthy,101.0,UG/M3,1 Hr,Valid
3347,New Delhi,PM2.5 - Principal,2020-05-19 01:00 PM,2020,5,19,13,76.5,162.0,Unhealthy,40.0,UG/M3,1 Hr,Valid
3348,New Delhi,PM2.5 - Principal,2020-05-19 02:00 PM,2020,5,19,14,54.2,147.0,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
3349,New Delhi,PM2.5 - Principal,2020-05-19 03:00 PM,2020,5,19,15,37.6,106.0,Unhealthy for Sensitive Groups,21.0,UG/M3,1 Hr,Valid
3350,New Delhi,PM2.5 - Principal,2020-05-19 04:00 PM,2020,5,19,16,33.2,95.0,Moderate,29.0,UG/M3,1 Hr,Valid
3351,New Delhi,PM2.5 - Principal,2020-05-19 05:00 PM,2020,5,19,17,36.1,102.0,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
3352,New Delhi,PM2.5 - Principal,2020-05-19 06:00 PM,2020,5,19,18,36.5,103.0,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
3353,New Delhi,PM2.5 - Principal,2020-05-19 07:00 PM,2020,5,19,19,42.2,117.0,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
3354,New Delhi,PM2.5 - Principal,2020-05-19 08:00 PM,2020,5,19,20,49.6,136.0,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
3355,New Delhi,PM2.5 - Principal,2020-05-19 09:00 PM,2020,5,19,21,57.2,152.0,Unhealthy,65.0,UG/M3,1 Hr,Valid
3356,New Delhi,PM2.5 - Principal,2020-05-19 10:00 PM,2020,5,19,22,58.1,152.0,Unhealthy,59.0,UG/M3,1 Hr,Valid
3357,New Delhi,PM2.5 - Principal,2020-05-19 11:00 PM,2020,5,19,23,60.0,153.0,Unhealthy,62.0,UG/M3,1 Hr,Valid
3358,New Delhi,PM2.5 - Principal,2020-05-20 12:00 AM,2020,5,20,0,61.0,154.0,Unhealthy,62.0,UG/M3,1 Hr,Valid
3359,New Delhi,PM2.5 - Principal,2020-05-20 01:00 AM,2020,5,20,1,61.0,154.0,Unhealthy,61.0,UG/M3,1 Hr,Valid
3360,New Delhi,PM2.5 - Principal,2020-05-20 02:00 AM,2020,5,20,2,57.5,152.0,Unhealthy,54.0,UG/M3,1 Hr,Valid
3361,New Delhi,PM2.5 - Principal,2020-05-20 03:00 AM,2020,5,20,3,60.2,153.0,Unhealthy,63.0,UG/M3,1 Hr,Valid
3362,New Delhi,PM2.5 - Principal,2020-05-20 04:00 AM,2020,5,20,4,86.6,167.0,Unhealthy,113.0,UG/M3,1 Hr,Valid
3363,New Delhi,PM2.5 - Principal,2020-05-20 05:00 AM,2020,5,20,5,124.3,187.0,Unhealthy,162.0,UG/M3,1 Hr,Valid
3364,New Delhi,PM2.5 - Principal,2020-05-20 06:00 AM,2020,5,20,6,133.6,191.0,Unhealthy,143.0,UG/M3,1 Hr,Valid
3365,New Delhi,PM2.5 - Principal,2020-05-20 07:00 AM,2020,5,20,7,131.3,190.0,Unhealthy,129.0,UG/M3,1 Hr,Valid
3366,New Delhi,PM2.5 - Principal,2020-05-20 08:00 AM,2020,5,20,8,114.1,181.0,Unhealthy,97.0,UG/M3,1 Hr,Valid
3367,New Delhi,PM2.5 - Principal,2020-05-20 09:00 AM,2020,5,20,9,82.5,165.0,Unhealthy,51.0,UG/M3,1 Hr,Valid
3368,New Delhi,PM2.5 - Principal,2020-05-20 10:00 AM,2020,5,20,10,66.2,157.0,Unhealthy,50.0,UG/M3,1 Hr,Valid
3369,New Delhi,PM2.5 - Principal,2020-05-20 11:00 AM,2020,5,20,11,67.1,157.0,Unhealthy,68.0,UG/M3,1 Hr,Valid
3370,New Delhi,PM2.5 - Principal,2020-05-20 12:00 PM,2020,5,20,12,56.0,151.0,Unhealthy,45.0,UG/M3,1 Hr,Valid
3371,New Delhi,PM2.5 - Principal,2020-05-20 01:00 PM,2020,5,20,13,45.0,124.0,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
3372,New Delhi,PM2.5 - Principal,2020-05-20 02:00 PM,2020,5,20,14,39.5,111.0,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
3373,New Delhi,PM2.5 - Principal,2020-05-20 03:00 PM,2020,5,20,15,35.2,100.0,Moderate,31.0,UG/M3,1 Hr,Valid
3374,New Delhi,PM2.5 - Principal,2020-05-20 04:00 PM,2020,5,20,16,31.1,91.0,Moderate,27.0,UG/M3,1 Hr,Valid
3375,New Delhi,PM2.5 - Principal,2020-05-20 05:00 PM,2020,5,20,17,28.5,85.0,Moderate,26.0,UG/M3,1 Hr,Valid
3376,New Delhi,PM2.5 - Principal,2020-05-20 06:00 PM,2020,5,20,18,25.7,80.0,Moderate,23.0,UG/M3,1 Hr,Valid
3377,New Delhi,PM2.5 - Principal,2020-05-20 07:00 PM,2020,5,20,19,22.8,74.0,Moderate,20.0,UG/M3,1 Hr,Valid
3378,New Delhi,PM2.5 - Principal,2020-05-20 08:00 PM,2020,5,20,20,24.4,77.0,Moderate,26.0,UG/M3,1 Hr,Valid
3379,New Delhi,PM2.5 - Principal,2020-05-20 09:00 PM,2020,5,20,21,34.7,99.0,Moderate,45.0,UG/M3,1 Hr,Valid
3380,New Delhi,PM2.5 - Principal,2020-05-20 10:00 PM,2020,5,20,22,49.8,136.0,Unhealthy for Sensitive Groups,65.0,UG/M3,1 Hr,Valid
3381,New Delhi,PM2.5 - Principal,2020-05-20 11:00 PM,2020,5,20,23,53.9,146.0,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
3382,New Delhi,PM2.5 - Principal,2020-05-21 12:00 AM,2020,5,21,0,55.4,150.0,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
3383,New Delhi,PM2.5 - Principal,2020-05-21 01:00 AM,2020,5,21,1,52.2,142.0,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
3384,New Delhi,PM2.5 - Principal,2020-05-21 02:00 AM,2020,5,21,2,53.6,146.0,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
3385,New Delhi,PM2.5 - Principal,2020-05-21 03:00 AM,2020,5,21,3,53.8,146.0,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
3386,New Delhi,PM2.5 - Principal,2020-05-21 04:00 AM,2020,5,21,4,53.9,146.0,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
3387,New Delhi,PM2.5 - Principal,2020-05-21 05:00 AM,2020,5,21,5,56.4,151.0,Unhealthy,59.0,UG/M3,1 Hr,Valid
3388,New Delhi,PM2.5 - Principal,2020-05-21 06:00 AM,2020,5,21,6,55.2,150.0,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
3389,New Delhi,PM2.5 - Principal,2020-05-21 07:00 AM,2020,5,21,7,57.1,152.0,Unhealthy,59.0,UG/M3,1 Hr,Valid
3390,New Delhi,PM2.5 - Principal,2020-05-21 08:00 AM,2020,5,21,8,60.9,154.0,Unhealthy,69.0,UG/M3,1 Hr,Valid
3391,New Delhi,PM2.5 - Principal,2020-05-21 09:00 AM,2020,5,21,9,64.7,156.0,Unhealthy,73.0,UG/M3,1 Hr,Valid
3392,New Delhi,PM2.5 - Principal,2020-05-21 10:00 AM,2020,5,21,10,63.5,155.0,Unhealthy,61.0,UG/M3,1 Hr,Valid
3393,New Delhi,PM2.5 - Principal,2020-05-21 11:00 AM,2020,5,21,11,50.9,139.0,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
3394,New Delhi,PM2.5 - Principal,2020-05-21 12:00 PM,2020,5,21,12,38.3,108.0,Unhealthy for Sensitive Groups,26.0,UG/M3,1 Hr,Valid
3395,New Delhi,PM2.5 - Principal,2020-05-21 01:00 PM,2020,5,21,13,33.6,96.0,Moderate,29.0,UG/M3,1 Hr,Valid
3396,New Delhi,PM2.5 - Principal,2020-05-21 02:00 PM,2020,5,21,14,28.8,86.0,Moderate,24.0,UG/M3,1 Hr,Valid
3397,New Delhi,PM2.5 - Principal,2020-05-21 03:00 PM,2020,5,21,15,26.9,82.0,Moderate,25.0,UG/M3,1 Hr,Valid
3398,New Delhi,PM2.5 - Principal,2020-05-21 04:00 PM,2020,5,21,16,23.4,75.0,Moderate,20.0,UG/M3,1 Hr,Valid
3399,New Delhi,PM2.5 - Principal,2020-05-21 05:00 PM,2020,5,21,17,21.2,70.0,Moderate,19.0,UG/M3,1 Hr,Valid
3400,New Delhi,PM2.5 - Principal,2020-05-21 06:00 PM,2020,5,21,18,20.6,69.0,Moderate,20.0,UG/M3,1 Hr,Valid
3401,New Delhi,PM2.5 - Principal,2020-05-21 07:00 PM,2020,5,21,19,21.2,70.0,Moderate,22.0,UG/M3,1 Hr,Valid
3402,New Delhi,PM2.5 - Principal,2020-05-21 08:00 PM,2020,5,21,20,27.1,83.0,Moderate,33.0,UG/M3,1 Hr,Valid
3403,New Delhi,PM2.5 - Principal,2020-05-21 09:00 PM,2020,5,21,21,33.0,95.0,Moderate,39.0,UG/M3,1 Hr,Valid
3404,New Delhi,PM2.5 - Principal,2020-05-21 10:00 PM,2020,5,21,22,42.5,118.0,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
3405,New Delhi,PM2.5 - Principal,2020-05-21 11:00 PM,2020,5,21,23,52.7,143.0,Unhealthy for Sensitive Groups,63.0,UG/M3,1 Hr,Valid
3406,New Delhi,PM2.5 - Principal,2020-05-22 12:00 AM,2020,5,22,0,76.3,162.0,Unhealthy,100.0,UG/M3,1 Hr,Valid
3407,New Delhi,PM2.5 - Principal,2020-05-22 01:00 AM,2020,5,22,1,79.2,163.0,Unhealthy,82.0,UG/M3,1 Hr,Valid
3408,New Delhi,PM2.5 - Principal,2020-05-22 02:00 AM,2020,5,22,2,96.6,172.0,Unhealthy,114.0,UG/M3,1 Hr,Valid
3409,New Delhi,PM2.5 - Principal,2020-05-22 03:00 AM,2020,5,22,3,109.3,179.0,Unhealthy,122.0,UG/M3,1 Hr,Valid
3410,New Delhi,PM2.5 - Principal,2020-05-22 04:00 AM,2020,5,22,4,112.1,180.0,Unhealthy,115.0,UG/M3,1 Hr,Valid
3411,New Delhi,PM2.5 - Principal,2020-05-22 05:00 AM,2020,5,22,5,124.5,187.0,Unhealthy,137.0,UG/M3,1 Hr,Valid
3412,New Delhi,PM2.5 - Principal,2020-05-22 06:00 AM,2020,5,22,6,116.3,182.0,Unhealthy,108.0,UG/M3,1 Hr,Valid
