,Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
0,New Delhi,PM2.5 - Principal,2020-01-01 02:00 AM,2020,1,1,2,608.4,571.0,Hazardous,676.0,UG/M3,1 Hr,Valid
1,New Delhi,PM2.5 - Principal,2020-01-01 03:00 AM,2020,1,1,3,612.7,574.0,Hazardous,617.0,UG/M3,1 Hr,Valid
2,New Delhi,PM2.5 - Principal,2020-01-01 04:00 AM,2020,1,1,4,555.4,536.0,Hazardous,498.0,UG/M3,1 Hr,Valid
3,New Delhi,PM2.5 - Principal,2020-01-01 05:00 AM,2020,1,1,5,494.2,496.0,Hazardous,433.0,UG/M3,1 Hr,Valid
4,New Delhi,PM2.5 - Principal,2020-01-01 06:00 AM,2020,1,1,6,429.1,453.0,Hazardous,364.0,UG/M3,1 Hr,Valid
5,New Delhi,PM2.5 - Principal,2020-01-01 07:00 AM,2020,1,1,7,394.0,430.0,Hazardous,359.0,UG/M3,1 Hr,Valid
6,New Delhi,PM2.5 - Principal,2020-01-01 08:00 AM,2020,1,1,8,390.0,427.0,Hazardous,386.0,UG/M3,1 Hr,Valid
7,New Delhi,PM2.5 - Principal,2020-01-01 09:00 AM,2020,1,1,9,395.9,431.0,Hazardous,399.0,UG/M3,1 Hr,Valid
8,New Delhi,PM2.5 - Principal,2020-01-01 10:00 AM,2020,1,1,10,420.8,447.0,Hazardous,449.0,UG/M3,1 Hr,Valid
9,New Delhi,PM2.5 - Principal,2020-01-01 11:00 AM,2020,1,1,11,390.2,427.0,Hazardous,356.0,UG/M3,1 Hr,Valid
10,New Delhi,PM2.5 - Principal,2020-01-01 12:00 PM,2020,1,1,12,298.4,348.0,Hazardous,208.0,UG/M3,1 Hr,Valid
11,New Delhi,PM2.5 - Principal,2020-01-01 01:00 PM,2020,1,1,13,224.1,274.0,Very Unhealthy,150.0,UG/M3,1 Hr,Valid
12,New Delhi,PM2.5 - Principal,2020-01-01 02:00 PM,2020,1,1,14,181.0,231.0,Very Unhealthy,138.0,UG/M3,1 Hr,Valid
13,New Delhi,PM2.5 - Principal,2020-01-01 03:00 PM,2020,1,1,15,149.9,200.0,Unhealthy,119.0,UG/M3,1 Hr,Valid
14,New Delhi,PM2.5 - Principal,2020-01-01 04:00 PM,2020,1,1,16,138.9,194.0,Unhealthy,128.0,UG/M3,1 Hr,Valid
15,New Delhi,PM2.5 - Principal,2020-01-01 05:00 PM,2020,1,1,17,126.4,188.0,Unhealthy,114.0,UG/M3,1 Hr,Valid
16,New Delhi,PM2.5 - Principal,2020-01-01 06:00 PM,2020,1,1,18,116.6,183.0,Unhealthy,107.0,UG/M3,1 Hr,Valid
17,New Delhi,PM2.5 - Principal,2020-01-01 07:00 PM,2020,1,1,19,138.3,194.0,Unhealthy,160.0,UG/M3,1 Hr,Valid
18,New Delhi,PM2.5 - Principal,2020-01-01 08:00 PM,2020,1,1,20,169.1,219.0,Very Unhealthy,200.0,UG/M3,1 Hr,Valid
19,New Delhi,PM2.5 - Principal,2020-01-01 09:00 PM,2020,1,1,21,192.0,242.0,Very Unhealthy,215.0,UG/M3,1 Hr,Valid
20,New Delhi,PM2.5 - Principal,2020-01-01 10:00 PM,2020,1,1,22,220.9,271.0,Very Unhealthy,250.0,UG/M3,1 Hr,Valid
21,New Delhi,PM2.5 - Principal,2020-01-01 11:00 PM,2020,1,1,23,276.9,327.0,Hazardous,333.0,UG/M3,1 Hr,Valid
22,New Delhi,PM2.5 - Principal,2020-01-02 12:00 AM,2020,1,2,0,352.5,402.0,Hazardous,428.0,UG/M3,1 Hr,Valid
23,New Delhi,PM2.5 - Principal,2020-01-02 01:00 AM,2020,1,2,1,436.8,458.0,Hazardous,521.0,UG/M3,1 Hr,Valid
24,New Delhi,PM2.5 - Principal,2020-01-02 02:00 AM,2020,1,2,2,539.9,526.0,Hazardous,643.0,UG/M3,1 Hr,Valid
25,New Delhi,PM2.5 - Principal,2020-01-02 03:00 AM,2020,1,2,3,610.0,572.0,Hazardous,680.0,UG/M3,1 Hr,Valid
26,New Delhi,PM2.5 - Principal,2020-01-02 04:00 AM,2020,1,2,4,590.0,559.0,Hazardous,570.0,UG/M3,1 Hr,Valid
27,New Delhi,PM2.5 - Principal,2020-01-02 05:00 AM,2020,1,2,5,524.0,516.0,Hazardous,458.0,UG/M3,1 Hr,Valid
28,New Delhi,PM2.5 - Principal,2020-01-02 06:00 AM,2020,1,2,6,413.5,443.0,Hazardous,303.0,UG/M3,1 Hr,Valid
29,New Delhi,PM2.5 - Principal,2020-01-02 07:00 AM,2020,1,2,7,360.8,408.0,Hazardous,308.0,UG/M3,1 Hr,Valid
30,New Delhi,PM2.5 - Principal,2020-01-02 08:00 AM,2020,1,2,8,320.4,370.0,Hazardous,280.0,UG/M3,1 Hr,Valid
31,New Delhi,PM2.5 - Principal,2020-01-02 09:00 AM,2020,1,2,9,306.2,356.0,Hazardous,292.0,UG/M3,1 Hr,Valid
32,New Delhi,PM2.5 - Principal,2020-01-02 10:00 AM,2020,1,2,10,293.6,344.0,Hazardous,281.0,UG/M3,1 Hr,Valid
33,New Delhi,PM2.5 - Principal,2020-01-02 11:00 AM,2020,1,2,11,278.2,328.0,Hazardous,263.0,UG/M3,1 Hr,Valid
34,New Delhi,PM2.5 - Principal,2020-01-02 12:00 PM,2020,1,2,12,259.1,310.0,Hazardous,240.0,UG/M3,1 Hr,Valid
35,New Delhi,PM2.5 - Principal,2020-01-02 01:00 PM,2020,1,2,13,186.5,237.0,Very Unhealthy,114.0,UG/M3,1 Hr,Valid
36,New Delhi,PM2.5 - Principal,2020-01-02 02:00 PM,2020,1,2,14,151.6,202.0,Very Unhealthy,117.0,UG/M3,1 Hr,Valid
37,New Delhi,PM2.5 - Principal,2020-01-02 03:00 PM,2020,1,2,15,124.7,187.0,Unhealthy,98.0,UG/M3,1 Hr,Valid
38,New Delhi,PM2.5 - Principal,2020-01-02 04:00 PM,2020,1,2,16,106.8,177.0,Unhealthy,89.0,UG/M3,1 Hr,Valid
39,New Delhi,PM2.5 - Principal,2020-01-02 05:00 PM,2020,1,2,17,88.3,168.0,Unhealthy,70.0,UG/M3,1 Hr,Valid
40,New Delhi,PM2.5 - Principal,2020-01-02 06:00 PM,2020,1,2,18,90.6,169.0,Unhealthy,93.0,UG/M3,1 Hr,Valid
41,New Delhi,PM2.5 - Principal,2020-01-02 07:00 PM,2020,1,2,19,110.8,180.0,Unhealthy,131.0,UG/M3,1 Hr,Valid
42,New Delhi,PM2.5 - Principal,2020-01-02 08:00 PM,2020,1,2,20,124.8,187.0,Unhealthy,139.0,UG/M3,1 Hr,Valid
43,New Delhi,PM2.5 - Principal,2020-01-02 09:00 PM,2020,1,2,21,166.9,217.0,Very Unhealthy,209.0,UG/M3,1 Hr,Valid
44,New Delhi,PM2.5 - Principal,2020-01-02 10:00 PM,2020,1,2,22,200.9,251.0,Very Unhealthy,235.0,UG/M3,1 Hr,Valid
45,New Delhi,PM2.5 - Principal,2020-01-02 11:00 PM,2020,1,2,23,245.4,295.0,Very Unhealthy,290.0,UG/M3,1 Hr,Valid
46,New Delhi,PM2.5 - Principal,2020-01-03 12:00 AM,2020,1,3,0,336.2,386.0,Hazardous,427.0,UG/M3,1 Hr,Valid
47,New Delhi,PM2.5 - Principal,2020-01-03 01:00 AM,2020,1,3,1,392.6,429.0,Hazardous,449.0,UG/M3,1 Hr,Valid
48,New Delhi,PM2.5 - Principal,2020-01-03 02:00 AM,2020,1,3,2,416.3,444.0,Hazardous,440.0,UG/M3,1 Hr,Valid
49,New Delhi,PM2.5 - Principal,2020-01-03 03:00 AM,2020,1,3,3,418.7,446.0,Hazardous,421.0,UG/M3,1 Hr,Valid
50,New Delhi,PM2.5 - Principal,2020-01-03 04:00 AM,2020,1,3,4,396.3,431.0,Hazardous,374.0,UG/M3,1 Hr,Valid
51,New Delhi,PM2.5 - Principal,2020-01-03 05:00 AM,2020,1,3,5,364.2,410.0,Hazardous,332.0,UG/M3,1 Hr,Valid
52,New Delhi,PM2.5 - Principal,2020-01-03 06:00 AM,2020,1,3,6,338.1,388.0,Hazardous,312.0,UG/M3,1 Hr,Valid
53,New Delhi,PM2.5 - Principal,2020-01-03 07:00 AM,2020,1,3,7,324.0,374.0,Hazardous,310.0,UG/M3,1 Hr,Valid
54,New Delhi,PM2.5 - Principal,2020-01-03 08:00 AM,2020,1,3,8,319.0,369.0,Hazardous,314.0,UG/M3,1 Hr,Valid
55,New Delhi,PM2.5 - Principal,2020-01-03 09:00 AM,2020,1,3,9,318.7,369.0,Hazardous,317.0,UG/M3,1 Hr,Valid
56,New Delhi,PM2.5 - Principal,2020-01-03 10:00 AM,2020,1,3,10,289.5,340.0,Hazardous,251.0,UG/M3,1 Hr,Valid
57,New Delhi,PM2.5 - Principal,2020-01-03 11:00 AM,2020,1,3,11,205.7,256.0,Very Unhealthy,127.0,UG/M3,1 Hr,Valid
58,New Delhi,PM2.5 - Principal,2020-01-03 12:00 PM,2020,1,3,12,135.8,192.0,Unhealthy,66.0,UG/M3,1 Hr,Valid
59,New Delhi,PM2.5 - Principal,2020-01-03 01:00 PM,2020,1,3,13,86.3,167.0,Unhealthy,37.0,UG/M3,1 Hr,Valid
60,New Delhi,PM2.5 - Principal,2020-01-03 02:00 PM,2020,1,3,14,65.6,156.0,Unhealthy,45.0,UG/M3,1 Hr,Valid
61,New Delhi,PM2.5 - Principal,2020-01-03 03:00 PM,2020,1,3,15,52.2,142.0,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
62,New Delhi,PM2.5 - Principal,2020-01-03 04:00 PM,2020,1,3,16,47.0,129.0,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
63,New Delhi,PM2.5 - Principal,2020-01-03 05:00 PM,2020,1,3,17,44.0,122.0,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
64,New Delhi,PM2.5 - Principal,2020-01-03 06:00 PM,2020,1,3,18,44.4,123.0,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
65,New Delhi,PM2.5 - Principal,2020-01-03 07:00 PM,2020,1,3,19,94.7,171.0,Unhealthy,145.0,UG/M3,1 Hr,Valid
66,New Delhi,PM2.5 - Principal,2020-01-03 08:00 PM,2020,1,3,20,142.3,196.0,Unhealthy,190.0,UG/M3,1 Hr,Valid
67,New Delhi,PM2.5 - Principal,2020-01-03 09:00 PM,2020,1,3,21,201.6,252.0,Very Unhealthy,261.0,UG/M3,1 Hr,Valid
68,New Delhi,PM2.5 - Principal,2020-01-03 10:00 PM,2020,1,3,22,188.8,239.0,Very Unhealthy,176.0,UG/M3,1 Hr,Valid
69,New Delhi,PM2.5 - Principal,2020-01-03 11:00 PM,2020,1,3,23,194.9,245.0,Very Unhealthy,201.0,UG/M3,1 Hr,Valid
70,New Delhi,PM2.5 - Principal,2020-01-04 12:00 AM,2020,1,4,0,194.9,245.0,Very Unhealthy,195.0,UG/M3,1 Hr,Valid
71,New Delhi,PM2.5 - Principal,2020-01-04 01:00 AM,2020,1,4,1,194.5,245.0,Very Unhealthy,194.0,UG/M3,1 Hr,Valid
72,New Delhi,PM2.5 - Principal,2020-01-04 02:00 AM,2020,1,4,2,202.2,252.0,Very Unhealthy,210.0,UG/M3,1 Hr,Valid
73,New Delhi,PM2.5 - Principal,2020-01-04 03:00 AM,2020,1,4,3,210.1,260.0,Very Unhealthy,218.0,UG/M3,1 Hr,Valid
74,New Delhi,PM2.5 - Principal,2020-01-04 04:00 AM,2020,1,4,4,231.1,281.0,Very Unhealthy,252.0,UG/M3,1 Hr,Valid
75,New Delhi,PM2.5 - Principal,2020-01-04 05:00 AM,2020,1,4,5,246.0,296.0,Very Unhealthy,261.0,UG/M3,1 Hr,Valid
76,New Delhi,PM2.5 - Principal,2020-01-04 06:00 AM,2020,1,4,6,252.0,302.0,Hazardous,263.0,UG/M3,1 Hr,Valid
77,New Delhi,PM2.5 - Principal,2020-01-04 07:00 AM,2020,1,4,7,273.1,323.0,Hazardous,304.0,UG/M3,1 Hr,Valid
78,New Delhi,PM2.5 - Principal,2020-01-04 08:00 AM,2020,1,4,8,283.2,333.0,Hazardous,297.0,UG/M3,1 Hr,Valid
79,New Delhi,PM2.5 - Principal,2020-01-04 09:00 AM,2020,1,4,9,290.7,341.0,Hazardous,301.0,UG/M3,1 Hr,Valid
80,New Delhi,PM2.5 - Principal,2020-01-04 10:00 AM,2020,1,4,10,276.4,327.0,Hazardous,258.0,UG/M3,1 Hr,Valid
81,New Delhi,PM2.5 - Principal,2020-01-04 11:00 AM,2020,1,4,11,265.8,316.0,Hazardous,247.0,UG/M3,1 Hr,Valid
82,New Delhi,PM2.5 - Principal,2020-01-04 12:00 PM,2020,1,4,12,235.8,286.0,Very Unhealthy,188.0,UG/M3,1 Hr,Valid
83,New Delhi,PM2.5 - Principal,2020-01-04 01:00 PM,2020,1,4,13,171.9,222.0,Very Unhealthy,119.0,UG/M3,1 Hr,Valid
84,New Delhi,PM2.5 - Principal,2020-01-04 02:00 PM,2020,1,4,14,140.9,195.0,Unhealthy,110.0,UG/M3,1 Hr,Valid
85,New Delhi,PM2.5 - Principal,2020-01-04 03:00 PM,2020,1,4,15,133.4,191.0,Unhealthy,126.0,UG/M3,1 Hr,Valid
86,New Delhi,PM2.5 - Principal,2020-01-04 04:00 PM,2020,1,4,16,121.7,185.0,Unhealthy,110.0,UG/M3,1 Hr,Valid
87,New Delhi,PM2.5 - Principal,2020-01-04 05:00 PM,2020,1,4,17,116.3,182.0,Unhealthy,111.0,UG/M3,1 Hr,Valid
88,New Delhi,PM2.5 - Principal,2020-01-04 06:00 PM,2020,1,4,18,114.1,181.0,Unhealthy,112.0,UG/M3,1 Hr,Valid
89,New Delhi,PM2.5 - Principal,2020-01-04 07:00 PM,2020,1,4,19,129.5,189.0,Unhealthy,145.0,UG/M3,1 Hr,Valid
90,New Delhi,PM2.5 - Principal,2020-01-04 08:00 PM,2020,1,4,20,170.7,221.0,Very Unhealthy,212.0,UG/M3,1 Hr,Valid
91,New Delhi,PM2.5 - Principal,2020-01-04 09:00 PM,2020,1,4,21,201.8,252.0,Very Unhealthy,233.0,UG/M3,1 Hr,Valid
92,New Delhi,PM2.5 - Principal,2020-01-04 10:00 PM,2020,1,4,22,224.9,275.0,Very Unhealthy,248.0,UG/M3,1 Hr,Valid
93,New Delhi,PM2.5 - Principal,2020-01-04 11:00 PM,2020,1,4,23,222.9,273.0,Very Unhealthy,221.0,UG/M3,1 Hr,Valid
94,New Delhi,PM2.5 - Principal,2020-01-05 12:00 AM,2020,1,5,0,217.9,268.0,Very Unhealthy,213.0,UG/M3,1 Hr,Valid
95,New Delhi,PM2.5 - Principal,2020-01-05 01:00 AM,2020,1,5,1,215.0,265.0,Very Unhealthy,212.0,UG/M3,1 Hr,Valid
96,New Delhi,PM2.5 - Principal,2020-01-05 02:00 AM,2020,1,5,2,216.0,266.0,Very Unhealthy,217.0,UG/M3,1 Hr,Valid
97,New Delhi,PM2.5 - Principal,2020-01-05 03:00 AM,2020,1,5,3,206.0,256.0,Very Unhealthy,196.0,UG/M3,1 Hr,Valid
98,New Delhi,PM2.5 - Principal,2020-01-05 04:00 AM,2020,1,5,4,191.5,242.0,Very Unhealthy,177.0,UG/M3,1 Hr,Valid
99,New Delhi,PM2.5 - Principal,2020-01-05 05:00 AM,2020,1,5,5,184.2,234.0,Very Unhealthy,177.0,UG/M3,1 Hr,Valid
100,New Delhi,PM2.5 - Principal,2020-01-05 06:00 AM,2020,1,5,6,198.5,249.0,Very Unhealthy,214.0,UG/M3,1 Hr,Valid
101,New Delhi,PM2.5 - Principal,2020-01-05 07:00 AM,2020,1,5,7,203.2,253.0,Very Unhealthy,211.0,UG/M3,1 Hr,Valid
102,New Delhi,PM2.5 - Principal,2020-01-05 08:00 AM,2020,1,5,8,201.0,251.0,Very Unhealthy,196.0,UG/M3,1 Hr,Valid
103,New Delhi,PM2.5 - Principal,2020-01-05 09:00 AM,2020,1,5,9,202.0,252.0,Very Unhealthy,205.0,UG/M3,1 Hr,Valid
104,New Delhi,PM2.5 - Principal,2020-01-05 10:00 AM,2020,1,5,10,199.5,250.0,Very Unhealthy,192.0,UG/M3,1 Hr,Valid
105,New Delhi,PM2.5 - Principal,2020-01-05 11:00 AM,2020,1,5,11,195.9,246.0,Very Unhealthy,183.0,UG/M3,1 Hr,Valid
106,New Delhi,PM2.5 - Principal,2020-01-05 12:00 PM,2020,1,5,12,184.6,235.0,Very Unhealthy,159.0,UG/M3,1 Hr,Valid
107,New Delhi,PM2.5 - Principal,2020-01-05 01:00 PM,2020,1,5,13,133.7,191.0,Unhealthy,93.0,UG/M3,1 Hr,Valid
108,New Delhi,PM2.5 - Principal,2020-01-05 02:00 PM,2020,1,5,14,100.3,174.0,Unhealthy,67.0,UG/M3,1 Hr,Valid
109,New Delhi,PM2.5 - Principal,2020-01-05 03:00 PM,2020,1,5,15,89.1,168.0,Unhealthy,78.0,UG/M3,1 Hr,Valid
110,New Delhi,PM2.5 - Principal,2020-01-05 04:00 PM,2020,1,5,16,86.5,167.0,Unhealthy,84.0,UG/M3,1 Hr,Valid
111,New Delhi,PM2.5 - Principal,2020-01-05 05:00 PM,2020,1,5,17,89.2,168.0,Unhealthy,92.0,UG/M3,1 Hr,Valid
112,New Delhi,PM2.5 - Principal,2020-01-05 06:00 PM,2020,1,5,18,95.6,172.0,Unhealthy,102.0,UG/M3,1 Hr,Valid
113,New Delhi,PM2.5 - Principal,2020-01-05 07:00 PM,2020,1,5,19,108.8,179.0,Unhealthy,122.0,UG/M3,1 Hr,Valid
114,New Delhi,PM2.5 - Principal,2020-01-05 08:00 PM,2020,1,5,20,127.3,188.0,Unhealthy,146.0,UG/M3,1 Hr,Valid
115,New Delhi,PM2.5 - Principal,2020-01-05 09:00 PM,2020,1,5,21,153.6,204.0,Very Unhealthy,180.0,UG/M3,1 Hr,Valid
116,New Delhi,PM2.5 - Principal,2020-01-05 10:00 PM,2020,1,5,22,163.8,214.0,Very Unhealthy,174.0,UG/M3,1 Hr,Valid
117,New Delhi,PM2.5 - Principal,2020-01-05 11:00 PM,2020,1,5,23,173.9,224.0,Very Unhealthy,184.0,UG/M3,1 Hr,Valid
118,New Delhi,PM2.5 - Principal,2020-01-06 12:00 AM,2020,1,6,0,175.4,226.0,Very Unhealthy,177.0,UG/M3,1 Hr,Valid
119,New Delhi,PM2.5 - Principal,2020-01-06 01:00 AM,2020,1,6,1,177.2,227.0,Very Unhealthy,179.0,UG/M3,1 Hr,Valid
120,New Delhi,PM2.5 - Principal,2020-01-06 02:00 AM,2020,1,6,2,168.1,218.0,Very Unhealthy,159.0,UG/M3,1 Hr,Valid
121,New Delhi,PM2.5 - Principal,2020-01-06 03:00 AM,2020,1,6,3,188.0,238.0,Very Unhealthy,208.0,UG/M3,1 Hr,Valid
122,New Delhi,PM2.5 - Principal,2020-01-06 04:00 AM,2020,1,6,4,196.0,246.0,Very Unhealthy,204.0,UG/M3,1 Hr,Valid
123,New Delhi,PM2.5 - Principal,2020-01-06 05:00 AM,2020,1,6,5,194.5,245.0,Very Unhealthy,193.0,UG/M3,1 Hr,Valid
124,New Delhi,PM2.5 - Principal,2020-01-06 06:00 AM,2020,1,6,6,193.0,243.0,Very Unhealthy,193.0,UG/M3,1 Hr,Valid
125,New Delhi,PM2.5 - Principal,2020-01-06 07:00 AM,2020,1,6,7,188.4,239.0,Very Unhealthy,182.0,UG/M3,1 Hr,Valid
126,New Delhi,PM2.5 - Principal,2020-01-06 08:00 AM,2020,1,6,8,187.0,237.0,Very Unhealthy,183.0,UG/M3,1 Hr,Valid
127,New Delhi,PM2.5 - Principal,2020-01-06 09:00 AM,2020,1,6,9,193.8,244.0,Very Unhealthy,213.0,UG/M3,1 Hr,Valid
128,New Delhi,PM2.5 - Principal,2020-01-06 10:00 AM,2020,1,6,10,191.4,242.0,Very Unhealthy,184.0,UG/M3,1 Hr,Valid
129,New Delhi,PM2.5 - Principal,2020-01-06 11:00 AM,2020,1,6,11,189.5,240.0,Very Unhealthy,184.0,UG/M3,1 Hr,Valid
130,New Delhi,PM2.5 - Principal,2020-01-06 12:00 PM,2020,1,6,12,180.8,231.0,Very Unhealthy,157.0,UG/M3,1 Hr,Valid
131,New Delhi,PM2.5 - Principal,2020-01-06 01:00 PM,2020,1,6,13,167.9,218.0,Very Unhealthy,145.0,UG/M3,1 Hr,Valid
132,New Delhi,PM2.5 - Principal,2020-01-06 02:00 PM,2020,1,6,14,123.3,186.0,Unhealthy,88.0,UG/M3,1 Hr,Valid
133,New Delhi,PM2.5 - Principal,2020-01-06 03:00 PM,2020,1,6,15,111.1,180.0,Unhealthy,99.0,UG/M3,1 Hr,Valid
134,New Delhi,PM2.5 - Principal,2020-01-06 04:00 PM,2020,1,6,16,109.0,179.0,Unhealthy,107.0,UG/M3,1 Hr,Valid
135,New Delhi,PM2.5 - Principal,2020-01-06 05:00 PM,2020,1,6,17,116.5,182.0,Unhealthy,124.0,UG/M3,1 Hr,Valid
136,New Delhi,PM2.5 - Principal,2020-01-06 06:00 PM,2020,1,6,18,117.2,183.0,Unhealthy,118.0,UG/M3,1 Hr,Valid
137,New Delhi,PM2.5 - Principal,2020-01-06 07:00 PM,2020,1,6,19,113.6,181.0,Unhealthy,110.0,UG/M3,1 Hr,Valid
138,New Delhi,PM2.5 - Principal,2020-01-06 08:00 PM,2020,1,6,20,118.8,184.0,Unhealthy,124.0,UG/M3,1 Hr,Valid
139,New Delhi,PM2.5 - Principal,2020-01-06 09:00 PM,2020,1,6,21,123.3,186.0,Unhealthy,128.0,UG/M3,1 Hr,Valid
140,New Delhi,PM2.5 - Principal,2020-01-06 10:00 PM,2020,1,6,22,120.6,185.0,Unhealthy,118.0,UG/M3,1 Hr,Valid
141,New Delhi,PM2.5 - Principal,2020-01-06 11:00 PM,2020,1,6,23,109.2,179.0,Unhealthy,95.0,UG/M3,1 Hr,Valid
142,New Delhi,PM2.5 - Principal,2020-01-07 12:00 AM,2020,1,7,0,104.2,176.0,Unhealthy,95.0,UG/M3,1 Hr,Valid
143,New Delhi,PM2.5 - Principal,2020-01-07 01:00 AM,2020,1,7,1,104.9,177.0,Unhealthy,102.0,UG/M3,1 Hr,Valid
144,New Delhi,PM2.5 - Principal,2020-01-07 02:00 AM,2020,1,7,2,103.5,176.0,Unhealthy,96.0,UG/M3,1 Hr,Valid
145,New Delhi,PM2.5 - Principal,2020-01-07 03:00 AM,2020,1,7,3,100.8,174.0,Unhealthy,94.0,UG/M3,1 Hr,Valid
146,New Delhi,PM2.5 - Principal,2020-01-07 04:00 AM,2020,1,7,4,96.4,172.0,Unhealthy,89.0,UG/M3,1 Hr,Valid
147,New Delhi,PM2.5 - Principal,2020-01-07 05:00 AM,2020,1,7,5,94.3,171.0,Unhealthy,90.0,UG/M3,1 Hr,Valid
148,New Delhi,PM2.5 - Principal,2020-01-07 06:00 AM,2020,1,7,6,95.6,172.0,Unhealthy,99.0,UG/M3,1 Hr,Valid
149,New Delhi,PM2.5 - Principal,2020-01-07 07:00 AM,2020,1,7,7,104.3,176.0,Unhealthy,124.0,UG/M3,1 Hr,Valid
150,New Delhi,PM2.5 - Principal,2020-01-07 08:00 AM,2020,1,7,8,118.8,184.0,Unhealthy,141.0,UG/M3,1 Hr,Valid
151,New Delhi,PM2.5 - Principal,2020-01-07 09:00 AM,2020,1,7,9,134.5,192.0,Unhealthy,153.0,UG/M3,1 Hr,Valid
152,New Delhi,PM2.5 - Principal,2020-01-07 10:00 AM,2020,1,7,10,126.8,188.0,Unhealthy,116.0,UG/M3,1 Hr,Valid
153,New Delhi,PM2.5 - Principal,2020-01-07 11:00 AM,2020,1,7,11,123.5,186.0,Unhealthy,119.0,UG/M3,1 Hr,Valid
154,New Delhi,PM2.5 - Principal,2020-01-07 12:00 PM,2020,1,7,12,118.7,184.0,Unhealthy,112.0,UG/M3,1 Hr,Valid
155,New Delhi,PM2.5 - Principal,2020-01-07 01:00 PM,2020,1,7,13,108.8,179.0,Unhealthy,95.0,UG/M3,1 Hr,Valid
156,New Delhi,PM2.5 - Principal,2020-01-07 02:00 PM,2020,1,7,14,108.8,179.0,Unhealthy,109.0,UG/M3,1 Hr,Valid
157,New Delhi,PM2.5 - Principal,2020-01-07 03:00 PM,2020,1,7,15,116.9,183.0,Unhealthy,128.0,UG/M3,1 Hr,Valid
158,New Delhi,PM2.5 - Principal,2020-01-07 04:00 PM,2020,1,7,16,119.8,184.0,Unhealthy,124.0,UG/M3,1 Hr,Valid
159,New Delhi,PM2.5 - Principal,2020-01-07 05:00 PM,2020,1,7,17,128.0,188.0,Unhealthy,142.0,UG/M3,1 Hr,Valid
160,New Delhi,PM2.5 - Principal,2020-01-07 06:00 PM,2020,1,7,18,124.2,186.0,Unhealthy,118.0,UG/M3,1 Hr,Valid
161,New Delhi,PM2.5 - Principal,2020-01-07 07:00 PM,2020,1,7,19,155.3,206.0,Very Unhealthy,187.0,UG/M3,1 Hr,Valid
162,New Delhi,PM2.5 - Principal,2020-01-07 08:00 PM,2020,1,7,20,167.4,218.0,Very Unhealthy,180.0,UG/M3,1 Hr,Valid
163,New Delhi,PM2.5 - Principal,2020-01-07 09:00 PM,2020,1,7,21,154.9,205.0,Very Unhealthy,142.0,UG/M3,1 Hr,Valid
164,New Delhi,PM2.5 - Principal,2020-01-07 10:00 PM,2020,1,7,22,153.5,204.0,Very Unhealthy,152.0,UG/M3,1 Hr,Valid
165,New Delhi,PM2.5 - Principal,2020-01-07 11:00 PM,2020,1,7,23,143.4,196.0,Unhealthy,133.0,UG/M3,1 Hr,Valid
166,New Delhi,PM2.5 - Principal,2020-01-08 12:00 AM,2020,1,8,0,129.9,189.0,Unhealthy,116.0,UG/M3,1 Hr,Valid
167,New Delhi,PM2.5 - Principal,2020-01-08 01:00 AM,2020,1,8,1,124.5,187.0,Unhealthy,113.0,UG/M3,1 Hr,Valid
168,New Delhi,PM2.5 - Principal,2020-01-08 02:00 AM,2020,1,8,2,116.7,183.0,Unhealthy,107.0,UG/M3,1 Hr,Valid
169,New Delhi,PM2.5 - Principal,2020-01-08 03:00 AM,2020,1,8,3,110.1,179.0,Unhealthy,103.0,UG/M3,1 Hr,Valid
170,New Delhi,PM2.5 - Principal,2020-01-08 04:00 AM,2020,1,8,4,108.7,178.0,Unhealthy,107.0,UG/M3,1 Hr,Valid
171,New Delhi,PM2.5 - Principal,2020-01-08 05:00 AM,2020,1,8,5,99.3,174.0,Unhealthy,91.0,UG/M3,1 Hr,Valid
172,New Delhi,PM2.5 - Principal,2020-01-08 06:00 AM,2020,1,8,6,94.1,171.0,Unhealthy,89.0,UG/M3,1 Hr,Valid
173,New Delhi,PM2.5 - Principal,2020-01-08 07:00 AM,2020,1,8,7,95.0,171.0,Unhealthy,96.0,UG/M3,1 Hr,Valid
174,New Delhi,PM2.5 - Principal,2020-01-08 08:00 AM,2020,1,8,8,102.7,175.0,Unhealthy,112.0,UG/M3,1 Hr,Valid
175,New Delhi,PM2.5 - Principal,2020-01-08 09:00 AM,2020,1,8,9,114.0,181.0,Unhealthy,130.0,UG/M3,1 Hr,Valid
176,New Delhi,PM2.5 - Principal,2020-01-08 10:00 AM,2020,1,8,10,114.6,182.0,Unhealthy,121.0,UG/M3,1 Hr,Valid
177,New Delhi,PM2.5 - Principal,2020-01-08 11:00 AM,2020,1,8,11,114.7,182.0,Unhealthy,116.0,UG/M3,1 Hr,Valid
178,New Delhi,PM2.5 - Principal,2020-01-08 12:00 PM,2020,1,8,12,122.0,185.0,Unhealthy,135.0,UG/M3,1 Hr,Valid
